,Suburb,Rooms,Type,Method,SellerG,Date,Distance,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname
9990,Sunshine West,3,h,S,Barry,26/7/2016,13.5,3,1,1,694,1960,Brimbank City Council,-37.7894,144.8027,Western Metropolitan
1031,Balwyn North,4,h,S,Fletchers,4/3/2017,9.2,4,2,2,772,1955,Boroondara City Council,-37.7959,145.0787,Southern Metropolitan
26553,Wallan,3,h,S,Barry,28/10/2017,44.2,3,1,4,991,1985,Mitchell Shire Council,-37.41838,144.98993,Northern Victoria
1569,Bentleigh East,3,u,PI,hockingstuart,25/2/2017,13.9,3,2,1,281,2005,Glen Eira City Council,-37.9257,145.0811,Southern Metropolitan
24572,Moonee Ponds,3,h,S,Nelson,14/10/2017,6.2,3,1,,326,,Moonee Valley City Council,-37.77132,144.91398,Western Metropolitan
9784,Sunshine,3,h,S,YPA,14/5/2016,12.6,3,1,2,558,1925,Brimbank City Council,-37.7807,144.8341,Western Metropolitan
11920,Oakleigh,2,h,SP,Barry,12/6/2016,14,2,1,1,211,1975,Monash City Council,-37.9086,145.0977,Southern Metropolitan
30997,Meadow Heights,7,h,S,Raine,3/2/2018,17.4,7,3,2,833,,Hume City Council,-37.64417,144.92848,Northern Metropolitan
16692,Bentleigh East,3,h,S,Woodards,27/5/2017,13.8,,,,,,Glen Eira City Council,,,Southern Metropolitan
34649,Reservoir,4,h,S,Ray,24/2/2018,12,4,2,2,857,,Darebin City Council,-37.70869,145.00526,Northern Metropolitan
24111,Watsonia North,4,h,S,Barry,7/10/2017,14.5,4,2,2,534,1990,Banyule City Council,-37.69368,145.08811,Northern Metropolitan
17653,Mill Park,4,h,S,Harcourts,8/7/2017,17.9,4,2,2,537,,Whittlesea City Council,-37.65532,145.04131,Northern Metropolitan
30391,Glen Huntly,3,t,VB,Gary,9/12/2017,10.1,3,1,1,912,,Glen Eira City Council,-37.89444,145.04568,Southern Metropolitan
7623,Pascoe Vale,3,h,S,Brad,3/12/2016,9.9,3,1,0,464,,Moreland City Council,-37.7301,144.9487,Northern Metropolitan
21631,Windsor,3,h,SP,Biggin,16/9/2017,4.6,3,1,2,,,Port Phillip City Council,-37.85536,144.98924,Southern Metropolitan
27509,Beaumaris,5,h,VB,Hodges,18/11/2017,17.3,5,2,2,,2000,Bayside City Council,-37.9736,145.0455,Southern Metropolitan
27268,Reservoir,3,h,VB,Nelson,11/11/2017,12,3,2,1,284,1960,Darebin City Council,-37.6968,145.0182,Northern Metropolitan
21532,South Yarra,2,u,S,Marshall,16/9/2017,2.7,2,1,1,,,Melbourne City Council,-37.83666,144.98179,Southern Metropolitan
11981,Cremorne,2,h,S,hockingstuart,16/7/2016,2.5,2,1,1,125,1900,Yarra City Council,-37.8258,144.992,Northern Metropolitan
19719,Watsonia North,4,h,S,HAR,29/7/2017,14.5,4,1,2,613,,Banyule City Council,-37.7002,145.08434,Northern Metropolitan
11063,Brunswick East,4,h,S,Nelson,10/12/2016,4.5,4,2,0,161,,Moreland City Council,-37.7772,144.9723,Northern Metropolitan
3963,Essendon,4,h,SP,Nelson,4/3/2017,8,4,2,1,288,1980,Moonee Valley City Council,-37.7562,144.9286,Western Metropolitan
7311,Northcote,1,u,S,Nelson,10/9/2016,5.5,1,1,2,0,1970,Darebin City Council,-37.7842,144.9991,Northern Metropolitan
2403,Brunswick West,3,h,S,Rendina,23/4/2016,5.9,3,1,4,357,,Moreland City Council,-37.762,144.9497,Northern Metropolitan
19299,Box Hill,4,h,S,hockingstuart,29/7/2017,10.9,4,1,1,662,,Whitehorse City Council,-37.81995,145.13089,Eastern Metropolitan
32615,Flemington,2,u,S,Rendina,17/2/2018,3.4,,,,,,Melbourne City Council,,,Northern Metropolitan
8946,Richmond,3,h,S,Jellis,27/6/2016,2.6,3,1,2,248,,Yarra City Council,-37.8198,144.9899,Northern Metropolitan
5015,Hampton,4,t,S,Marshall,4/3/2017,13.7,,,,,,Bayside City Council,,,Southern Metropolitan
1811,Brighton,4,h,PI,RT,10/12/2016,11.2,4,3,3,596,,Bayside City Council,-37.9059,144.9927,Southern Metropolitan
18311,Strathmore,3,h,S,Barry,12/8/2017,8.2,3,2,3,697,,Moonee Valley City Council,-37.74057,144.92172,Western Metropolitan
15782,Mentone,2,u,S,Thomson,17/6/2017,20,2,1,1,723,,Kingston City Council,-37.99121,145.06458,South-Eastern Metropolitan
13790,Surrey Hills,3,h,S,Fletchers,13/5/2017,11.2,3,2,2,347,2013,Boroondara City Council,-37.8323,145.105,Southern Metropolitan
12445,Brunswick West,3,h,S,Walshe,13/5/2017,5.9,3,1,2,465,,Moreland City Council,-37.7572,144.9486,Northern Metropolitan
8455,Reservoir,3,h,S,Ray,12/11/2016,11.2,,,,,,Darebin City Council,,,Northern Metropolitan
9861,Sunshine North,3,h,S,Douglas,7/5/2016,13.3,3,1,3,634,,Brimbank City Council,-37.7667,144.8445,Western Metropolitan
31512,Blackburn South,3,t,VB,Noel,3/3/2018,13.4,,,,,,Whitehorse City Council,,,Eastern Metropolitan
22112,Thornbury,2,t,S,Love,19/8/2017,7,,,,,,Darebin City Council,,,Northern Metropolitan
5439,Heidelberg West,3,u,S,Barry,4/3/2017,9.4,,,,,,Banyule City Council,,,Eastern Metropolitan
15007,Glen Waverley,2,u,S,Ray,3/6/2017,16.7,2,1,1,258,1980,Monash City Council,-37.88245,145.15982,Eastern Metropolitan
14977,Essendon,3,t,S,Frank,3/6/2017,7.5,,,,,,Moonee Valley City Council,,,Western Metropolitan
8829,Richmond,2,h,S,Jellis,14/5/2016,2.6,,,,,,Yarra City Council,,,Northern Metropolitan
15553,Craigieburn,3,h,S,Del,17/6/2017,20.6,3,1,1,320,1980,Hume City Council,-37.60608,144.92841,Northern Metropolitan
17748,Sandringham,4,h,PI,McGrath,8/7/2017,15.2,4,3,2,709,2017,Bayside City Council,-37.95095,145.02096,Southern Metropolitan
12452,Brunswick West,2,u,S,RW,20/5/2017,5.9,2,1,1,559,1970,Moreland City Council,-37.7707,144.9488,Northern Metropolitan
29959,Wallan,4,h,S,Barry,6/1/2018,44.2,4,2,2,924,,Mitchell Shire Council,-37.39946,144.96369,Northern Victoria
32989,Ashwood,3,h,VB,Jellis,17/3/2018,10.2,3,1,3,621,1960,Monash City Council,-37.87229,145.10489,Southern Metropolitan
9825,Sunshine,2,u,S,Sweeney,22/5/2016,12.6,,,,,,Brimbank City Council,,,Western Metropolitan
3401,Coburg,2,u,S,RT,24/9/2016,7.8,2,1,1,0,1970,Darebin City Council,-37.752,144.954,Northern Metropolitan
14364,Essendon,3,t,S,Brad,1/7/2017,7.5,3,1,2,177,,Moonee Valley City Council,-37.7401,144.89674,Western Metropolitan
9084,Seddon,3,h,VB,Jas,16/7/2016,6.6,3,2,1,309,1910,Maribyrnong City Council,-37.807,144.898,Western Metropolitan
29989,Wollert,3,h,S,HAR,6/1/2018,25.5,3,2,2,395,2013,Whittlesea City Council,-37.61817,145.02394,Northern Metropolitan
28840,Malvern East,4,u,PI,Barry,25/11/2017,8.4,,,,,,Stonnington City Council,,,Southern Metropolitan
12705,Doncaster,2,u,S,Ray,22/4/2017,13.9,2,1,1,261,1984,Manningham City Council,-37.7731,145.1044,Eastern Metropolitan
19260,Alphington,3,h,PI,Jellis,29/7/2017,5.7,,,,,,Darebin City Council,,,Northern Metropolitan
21843,Elsternwick,1,u,S,Biggin,19/8/2017,7.2,,,,,,Glen Eira City Council,,,Southern Metropolitan
13366,Oakleigh,4,h,S,Barry,8/4/2017,14,4,2,0,1143,,Monash City Council,-37.8952,145.0928,Southern Metropolitan
21564,Surrey Hills,2,u,S,Jellis,16/9/2017,10.2,2,1,1,,,Boroondara City Council,-37.83691,145.11075,Southern Metropolitan
23187,Hampton Park,4,h,S,Rexhepi,26/8/2017,33.3,4,1,2,640,1960,Casey City Council,-38.02981,145.24826,South-Eastern Metropolitan
17038,Hillside,3,h,S,Barry,27/5/2017,18,,,,,,Brimbank City Council,,,Western Metropolitan
8324,Reservoir,3,h,S,Nelson,3/9/2016,11.2,,,,,,Darebin City Council,,,Northern Metropolitan
24349,East Melbourne,2,u,S,Caine,14/10/2017,1.3,,,,,,Melbourne City Council,,,Northern Metropolitan
1999,Brighton East,5,h,PI,Buxton,8/10/2016,10.7,5,4,2,640,1950,Bayside City Council,-37.928,145.0095,Southern Metropolitan
24777,Wantirna,5,h,S,MJ,14/10/2017,14.7,5,3,5,1354,,Knox City Council,-37.86534,145.22989,Eastern Metropolitan
8915,Richmond,2,u,PI,LITTLE,22/8/2016,2.6,2,2,1,650,2011,Yarra City Council,-37.8195,145.0103,Northern Metropolitan
31340,St Kilda,1,u,S,McGrath,10/2/2018,5,,,,,,Port Phillip City Council,,,Southern Metropolitan
896,Balwyn,1,h,VB,Jellis,10/9/2016,9.7,1,1,1,740,,Boroondara City Council,-37.8125,145.0775,Southern Metropolitan
27530,Berwick,3,h,VB,Barry,18/11/2017,35.2,,,,,,Casey City Council,,,Eastern Victoria
9437,Southbank,1,u,VB,Dingle,30/7/2016,1.2,1,1,1,546,2000,Melbourne City Council,-37.8274,144.9587,Southern Metropolitan
17463,Brunswick West,2,t,S,Jellis,8/7/2017,5.2,,,,,,Moreland City Council,,,Northern Metropolitan
13716,St Kilda,3,h,S,Buxton,22/4/2017,6.1,3,1,0,246,,Port Phillip City Council,-37.8635,144.991,Southern Metropolitan
30083,Bentleigh,3,h,VB,Buxton,9/12/2017,11.4,3,1,2,585,1960,Glen Eira City Council,-37.92647,145.04636,Southern Metropolitan
2568,Burwood,5,h,S,Fletchers,17/9/2016,11.7,,,,,,Monash City Council,,,Southern Metropolitan
32342,Hawthorn,2,u,SP,RT,10/3/2018,5.3,,,,,,Boroondara City Council,,,Southern Metropolitan
33188,Cheltenham,3,h,SP,Woodards,17/3/2018,17.9,3,1,1,634,,Bayside City Council,-37.9717,145.07574,Southern Metropolitan
25892,Edithvale,3,u,S,hockingstuart,28/10/2017,27,,,,,,Kingston City Council,,,South-Eastern Metropolitan
20053,Hoppers Crossing,4,h,PI,Barry,3/9/2017,18.4,4,1,2,570,,Wyndham City Council,-37.87552,144.69648,Western Metropolitan
7372,Northcote,2,t,SP,Nelson,17/9/2016,5.5,2,1,1,0,2000,Darebin City Council,-37.7711,145.013,Northern Metropolitan
31139,Clyde North,3,h,SP,YPA,10/2/2018,43.4,3,2,2,,2012,Casey City Council,-38.11245,145.32485,Eastern Victoria
8727,Richmond,2,u,S,Biggin,3/12/2016,2.6,,,,,,Yarra City Council,,,Northern Metropolitan
22,Abbotsford,1,u,SP,Purplebricks,10/12/2016,2.5,,,,,,Yarra City Council,,,Northern Metropolitan
9712,Strathmore,3,h,S,Nelson,16/7/2016,9.7,,,,,,Moonee Valley City Council,,,Western Metropolitan
28366,Balwyn North,2,h,VB,Fletchers,25/11/2017,9.7,,,,,,Boroondara City Council,,,Southern Metropolitan
16233,Eltham North,3,h,S,Morrison,24/6/2017,18,3,1,2,768,1985,Banyule City Council,-37.69031,145.14557,Eastern Metropolitan
7361,Northcote,3,h,SP,hockingstuart,16/4/2016,5.5,3,1,1,522,1910,Darebin City Council,-37.7752,145.0032,Northern Metropolitan
22592,Mill Park,3,h,S,Barry,23/9/2017,17.9,3,1,2,,1986,Whittlesea City Council,-37.66607,145.0518,Northern Metropolitan
20861,Thomastown,2,u,SP,Walshe,9/9/2017,15.3,2,1,2,,2003,Whittlesea City Council,-37.67876,145.02349,Northern Metropolitan
12647,Coburg,3,h,S,Barry,29/4/2017,7.8,3,1,3,414,1930,Darebin City Council,-37.7432,144.9573,Northern Metropolitan
28491,Camberwell,5,h,PI,Jellis,25/11/2017,7.7,,,,,,Boroondara City Council,,,Southern Metropolitan
20066,Kew,4,h,S,RT,3/9/2017,5.4,4,2,2,838,,Boroondara City Council,-37.80894,145.05853,Southern Metropolitan
6460,Malvern East,3,h,S,Marshall,22/8/2016,11.2,3,2,2,323,,Stonnington City Council,-37.8709,145.0565,Southern Metropolitan
23941,Newport,8,h,S,Greg,7/10/2017,6.2,8,1,2,,,Hobsons Bay City Council,-37.8444,144.8872,Western Metropolitan
19949,Essendon,4,h,S,Barry,3/9/2017,7.5,4,1,1,478,,Moonee Valley City Council,-37.74424,144.89149,Western Metropolitan
28080,Prahran,1,u,S,Biggin,18/11/2017,4.6,,,,,,Stonnington City Council,,,Southern Metropolitan
33826,Thomastown,3,h,S,Love,17/3/2018,15.3,3,1,2,538,1965,Whittlesea City Council,-37.67839,144.9974,Northern Metropolitan
9964,Sunshine West,3,h,S,Melbourne,16/4/2016,13.5,4,2,2,696,,Brimbank City Council,-37.7841,144.8052,Western Metropolitan
20007,Glenroy,3,h,S,Nelson,3/9/2017,11.2,3,1,2,655,1960,Moreland City Council,-37.70608,144.92541,Northern Metropolitan
7196,Niddrie,3,t,VB,Nelson,28/5/2016,11.2,,,,,,Moonee Valley City Council,,,Western Metropolitan
17706,Pascoe Vale,2,t,S,Ray,8/7/2017,8.5,,,,,,Moreland City Council,,,Northern Metropolitan
22711,Reservoir,2,u,S,Nelson,23/9/2017,12,2,1,1,,1975,Darebin City Council,-37.71692,145.00302,Northern Metropolitan
23192,Hawthorn,2,u,SP,LITTLE,26/8/2017,5.3,2,1,1,,,Boroondara City Council,-37.83054,145.03408,Southern Metropolitan
32745,Moonee Ponds,4,h,VB,Jellis,17/2/2018,6.2,4,2,1,452,1910,Moonee Valley City Council,-37.76913,144.93513,Western Metropolitan
34086,Canterbury,5,h,VB,Jellis,24/2/2018,8.4,5,3,3,824,,Boroondara City Council,-37.82294,145.08129,Southern Metropolitan
30399,Glen Waverley,6,h,S,Harcourts,9/12/2017,16.7,6,4,2,848,,Monash City Council,-37.8958,145.1483,Eastern Metropolitan
12120,Alphington,1,u,S,Fletchers,20/5/2017,6.4,1,1,1,0,,Darebin City Council,-37.7786,145.0253,Northern Metropolitan
14160,Spotswood,3,h,SP,Greg,13/5/2017,7.7,3,1,0,305,1900,Hobsons Bay City Council,-37.8312,144.8893,Western Metropolitan
1496,Bentleigh East,5,h,S,Buxton,17/9/2016,13.9,,,,,,Glen Eira City Council,,,Southern Metropolitan
9376,South Yarra,1,u,S,hockingstuart,28/5/2016,3.3,,,,,,Melbourne City Council,,,Southern Metropolitan
32825,Reservoir,2,t,PI,RW,17/2/2018,12,,,,,,Darebin City Council,,,Northern Metropolitan
14341,Doncaster East,6,h,SP,Barry,1/7/2017,14.3,6,3,3,1056,1970,Manningham City Council,-37.78053,145.15567,Eastern Metropolitan
12527,Camberwell,4,h,S,Jellis,20/5/2017,7.8,,,,,,Boroondara City Council,,,Southern Metropolitan
15567,Dandenong North,4,h,PI,Hall,17/6/2017,24.7,4,2,1,811,,Greater Dandenong City Council,-37.95187,145.21249,South-Eastern Metropolitan
29053,Roxburgh Park,3,h,S,HAR,25/11/2017,20.6,,,,,,Hume City Council,,,Northern Metropolitan
4542,Glen Iris,3,h,PI,Marshall,7/5/2016,9.2,,,,,,Boroondara City Council,,,Southern Metropolitan
10608,West Melbourne,3,h,S,Alexkarbon,4/6/2016,1.9,2,3,2,506,2000,Melbourne City Council,-37.805,144.9448,Northern Metropolitan
13626,Rosanna,3,t,VB,Miles,8/4/2017,11.4,,,,,,Banyule City Council,,,Eastern Metropolitan
4318,Fitzroy North,3,h,S,Nelson,27/11/2016,3.5,3,2,0,202,1898,Moreland City Council,-37.7835,144.9867,Northern Metropolitan
17975,Collingwood,2,u,S,Jellis,12/8/2017,2,2,1,1,0,1975,Yarra City Council,-37.79627,144.99229,Northern Metropolitan
18354,Watsonia,4,h,S,Barry,12/8/2017,14.5,4,2,4,631,,Banyule City Council,-37.7156,145.08875,Northern Metropolitan
7114,Newport,2,h,S,RT,24/9/2016,8.4,2,1,0,297,1900,Hobsons Bay City Council,-37.8501,144.8931,Western Metropolitan
3282,Coburg,3,h,S,Jellis,4/3/2017,7.8,3,2,1,278,,Darebin City Council,-37.7494,144.9686,Northern Metropolitan
4738,Glen Iris,2,h,S,Marshall,30/7/2016,9.2,,,,,,Boroondara City Council,,,Southern Metropolitan
25479,Airport West,4,h,PI,Nelson,28/10/2017,10.4,4,2,1,730,1950,Moonee Valley City Council,-37.7204,144.87419,Western Metropolitan
19135,Richmond,2,u,SP,Collins,22/7/2017,2.4,2,2,1,0,2011,Yarra City Council,-37.813,144.99303,Northern Metropolitan
33066,Blackburn South,2,u,S,Noel,17/3/2018,13.4,2,1,1,334,,Whitehorse City Council,-37.83302,145.14917,Eastern Metropolitan
284,Altona North,5,h,S,FN,3/9/2016,11.1,5,3,6,592,1965,Hobsons Bay City Council,-37.8388,144.8567,Western Metropolitan
6512,Malvern East,4,h,S,Marshall,30/7/2016,11.2,3,2,2,640,,Stonnington City Council,-37.8738,145.0415,Southern Metropolitan
25326,Reservoir,4,h,S,Nelson,21/10/2017,12,4,1,2,646,1950,Darebin City Council,-37.72653,145.01855,Northern Metropolitan
25521,Ashwood,2,h,S,Tim,28/10/2017,10.2,2,1,2,783,,Monash City Council,-37.86824,145.10136,Southern Metropolitan
1894,Brighton,3,u,S,Marshall,22/8/2016,11.2,3,2,0,0,,Bayside City Council,-37.9249,144.9928,Southern Metropolitan
7725,Pascoe Vale,3,h,S,hockingstuart,23/4/2016,9.9,,,,,,Moreland City Council,,,Northern Metropolitan
7256,North Melbourne,2,u,S,Jellis,25/2/2017,2.3,2,1,1,2300,1975,Melbourne City Council,-37.7997,144.9472,Northern Metropolitan
29057,Roxburgh Park,3,h,S,FN,25/11/2017,20.6,3,2,2,598,1993,Hume City Council,-37.6367,144.9294,Northern Metropolitan
11558,Kingsbury,4,h,S,Ray,12/11/2016,12.4,4,1,1,465,1970,Darebin City Council,-37.7126,145.03,Northern Metropolitan
4299,Fitzroy North,1,u,S,Nelson,18/6/2016,3.5,,,,,,Moreland City Council,,,Northern Metropolitan
16980,Greensborough,3,h,S,Morrison,27/5/2017,16.1,,,,,,Banyule City Council,,,Northern Metropolitan
34182,Doncaster East,3,h,PI,Jellis,24/2/2018,14.3,3,2,4,652,1975,Manningham City Council,-37.79769,145.15029,Eastern Metropolitan
34369,Hoppers Crossing,3,h,VB,Raine,24/2/2018,18.4,3,1,4,589,1986,Wyndham City Council,-37.86588,144.70966,Western Metropolitan
32712,Melton,3,h,VB,Ryder,17/2/2018,31.7,3,1,2,580,1970,Melton City Council,-37.67576,144.58715,Western Victoria
21853,Epping,3,h,S,hockingstuart,19/8/2017,19.6,3,2,3,,2008,Whittlesea City Council,-37.62828,145.012,Northern Metropolitan
28538,Clayton,4,h,S,Harcourts,25/11/2017,16.7,,,,,,Monash City Council,,,South-Eastern Metropolitan
19312,Broadmeadows,4,h,S,YPA,29/7/2017,14,4,1,4,752,1960,Hume City Council,-37.67641,144.91435,Northern Metropolitan
28762,Hawthorn East,4,h,VB,Jellis,25/11/2017,6.2,4,2,3,,,Boroondara City Council,-37.8201,145.0578,Southern Metropolitan
3741,Eaglemont,1,u,SP,Miles,28/5/2016,10.3,,,,,,Banyule City Council,,,Eastern Metropolitan
26812,Boronia,4,h,S,Barry,11/11/2017,25,4,2,4,730,,Knox City Council,-37.8587,145.2585,Eastern Metropolitan
23725,Edithvale,2,u,SP,hockingstuart,7/10/2017,27,,,,,,Kingston City Council,,,South-Eastern Metropolitan
28310,Yarraville,3,h,VB,Greg,18/11/2017,6.3,,,,,,Maribyrnong City Council,,,Western Metropolitan
7407,Northcote,3,h,S,Collins,24/9/2016,5.5,3,1,1,335,,Darebin City Council,-37.7816,145.0141,Northern Metropolitan
33561,Mooroolbark,3,h,VB,McGrath,17/3/2018,26.5,3,1,2,1280,,Yarra Ranges Shire Council,-37.78975,145.33579,Eastern Victoria
30041,Ashburton,5,h,S,J,9/12/2017,10.2,5,3,1,672,,Boroondara City Council,-37.86073,145.07758,Southern Metropolitan
22281,Brunswick,3,h,S,Nelson,23/9/2017,5.2,3,1,2,,,Moreland City Council,-37.75702,144.95611,Northern Metropolitan
15704,Hawthorn East,4,h,PI,Kay,17/6/2017,6.2,4,3,3,1116,1984,Boroondara City Council,-37.84283,145.05178,Southern Metropolitan
21238,Greenvale,4,h,S,Stockdale,16/9/2017,20.4,,,,,,Hume City Council,,,Northern Metropolitan
17242,Prahran,2,u,S,hockingstuart,27/5/2017,4.6,2,1,1,0,,Stonnington City Council,-37.85672,145.00273,Southern Metropolitan
15647,Gladstone Park,3,h,SP,Barry,17/6/2017,12.9,,,,,,Hume City Council,,,Western Metropolitan
9530,St Kilda,2,u,PI,Marshall,10/9/2016,6.1,2,1,1,1034,1950,Port Phillip City Council,-37.8717,144.9829,Southern Metropolitan
8127,Preston,3,h,S,Barry,6/8/2016,8.8,3,1,2,647,,Darebin City Council,-37.7331,144.988,Northern Metropolitan
13146,Maidstone,2,h,S,Burnham,20/5/2017,9.2,2,1,0,315,1990,Maribyrnong City Council,-37.7835,144.8723,Western Metropolitan
8219,Preston,3,h,PI,Harcourts,17/9/2016,8.8,3,1,1,487,1925,Darebin City Council,-37.7511,144.9907,Northern Metropolitan
27377,Thornbury,3,h,SP,Nelson,11/11/2017,7,3,1,6,664,1915,Darebin City Council,-37.7602,145.0054,Northern Metropolitan
12185,Avondale Heights,5,h,SP,Moonee,6/5/2017,10.5,,,,,,Moonee Valley City Council,,,Western Metropolitan
18537,Glen Waverley,5,h,S,Harcourts,15/7/2017,16.7,5,2,2,701,1960,Monash City Council,-37.88902,145.16678,Eastern Metropolitan
27390,Vermont South,4,h,S,Buxton,11/11/2017,17.2,10,6,7,650,,Whitehorse City Council,-37.8563,145.1782,Eastern Metropolitan
13179,Malvern East,4,h,S,Marshall,8/4/2017,11.2,4,2,2,709,1910,Stonnington City Council,-37.8693,145.0423,Southern Metropolitan
23759,Frankston,3,h,S,hockingstuart,7/10/2017,38,,,,,,Frankston City Council,,,South-Eastern Metropolitan
10086,Surrey Hills,2,u,PI,Noel,17/9/2016,11.2,2,1,1,101,1975,Boroondara City Council,-37.8263,145.0962,Southern Metropolitan
18416,Blackburn,3,h,PI,McGrath,15/7/2017,13.4,3,2,2,567,,Whitehorse City Council,-37.81684,145.14992,Eastern Metropolitan
16769,Cairnlea,4,h,S,YPA,27/5/2017,14.8,4,2,2,595,,Brimbank City Council,-37.76203,144.77764,Western Metropolitan
10046,Surrey Hills,4,h,S,Marshall,8/10/2016,11.2,4,2,2,715,1920,Boroondara City Council,-37.8325,145.1114,Southern Metropolitan
30572,Meadow Heights,4,h,VB,YPA,9/12/2017,17.4,4,2,2,,,Hume City Council,-37.64837,144.91491,Northern Metropolitan
20910,Airport West,3,u,S,Barry,16/9/2017,10.4,,,,,,Moonee Valley City Council,,,Western Metropolitan
16142,Camberwell,4,h,S,Jellis,24/6/2017,7.7,,,,,,Boroondara City Council,,,Southern Metropolitan
28728,Glenroy,5,h,S,Barry,25/11/2017,11.2,5,2,3,775,1960,Moreland City Council,-37.6994,144.9428,Northern Metropolitan
25826,Craigieburn,3,h,S,hockingstuart,28/10/2017,20.6,3,2,2,,2009,Hume City Council,-37.58113,144.92587,Northern Metropolitan
842,Balaclava,2,u,VB,McGrath,27/6/2016,6.6,2,1,1,483,1970,Port Phillip City Council,-37.8727,144.9969,Southern Metropolitan
10644,Williamstown,3,h,SP,Greg,4/3/2017,8,3,3,2,515,1990,Hobsons Bay City Council,-37.8609,144.8947,Western Metropolitan
5707,Keilor East,3,u,SP,Brad,14/5/2016,12.8,3,1,1,254,,Brimbank City Council,-37.748,144.863,Western Metropolitan
22986,Brighton,3,h,PI,Nick,26/8/2017,10.5,,,,,,Bayside City Council,-37.90829,145.00149,Southern Metropolitan
34566,Newport,3,h,S,Purplebricks,24/2/2018,6.2,3,1,1,418,,Hobsons Bay City Council,-37.84209,144.87786,Western Metropolitan
2831,Canterbury,4,h,S,Marshall,7/11/2016,9,4,1,1,717,1890,Boroondara City Council,-37.8266,145.0849,Southern Metropolitan
3009,Carnegie,2,u,S,Woodards,19/11/2016,11.4,2,1,1,134,1965,Glen Eira City Council,-37.8987,145.0557,Southern Metropolitan
11248,Fawkner,3,h,S,hockingstuart,10/12/2016,12.4,3,2,4,587,1970,Hume City Council,-37.6996,144.9605,Northern Metropolitan
10325,Thornbury,1,u,S,Love,19/11/2016,6.5,1,1,1,0,1965,Darebin City Council,-37.7539,145.0075,Northern Metropolitan
4931,Gowanbrae,4,h,VB,Nelson,26/7/2016,13.6,,,,,,Moreland City Council,,,Western Metropolitan
30930,Yarraville,2,h,PI,Sweeney,9/12/2017,6.3,2,1,2,,,Maribyrnong City Council,-37.82345,144.8835,Western Metropolitan
28828,Maidstone,4,h,S,Jas,25/11/2017,6.4,4,1,4,776,,Maribyrnong City Council,-37.7889,144.8642,Western Metropolitan
33099,Brunswick,4,h,VB,Brad,17/3/2018,5.2,4,2,1,348,1890,Moreland City Council,-37.76101,144.96948,Northern Metropolitan
4381,Footscray,3,h,S,Naison,3/12/2016,6.4,3,1,1,292,1900,Maribyrnong City Council,-37.797,144.9051,Western Metropolitan
